Protein ID,Gene ID,Gene name,Adrenal gland,Appendix,Brain,Colon,Duodenum,Endometrium,Esophagus,Fallopian tube,Fat,Gallbladder,Heart,Kidney,Liver,Lung,Lymph node,Ovary,Pancreas,Placenta,Prostate,Rectum,Salivary gland,Small intestine,Smooth muscle,Spleen,Stomach,Testis,Thyroid,Tonsil,Urinary bladder
ENSP00000185206,ENSG00000112782,CLIC5,27321,11210,2230,12700,556771,26301,104800,24041,131476,25161,984179,202598,13669,83866,12653,27962,11611,1315171,8915,134887,7987,1242017,4171,209357,9124,10087,5011,528,4487
ENSP00000351554;ENSP00000377492;ENSP00000185942,ENSG00000072571,HMMR,0,1474,0,87,0,802,0,0,0,0,669,0,10205,39673,66,0,952,236,6760,313,2540,1347,0,505,22274,8769,0,11451,262
ENSP00000186436,ENSG00000075568,TMEM131,2167,0,2170,18715,2191,990,1066,1993,2651,1205,3527,1193,1169,5498,77,2606,1100,5921,2175,3901,3146,729,434,774,995,3696,2048,958,526
ENSP00000187397,ENSG00000172995,ARPP21,0,0,4912,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000187762,ENSG00000072954,TMEM38A,0,0,0,0,0,0,0,526,0,0,3287,0,667,0,0,0,7584,0,0,0,0,1306,0,742,446,0,0,0,0
ENSP00000187910;ENSP00000292125,ENSG00000170848,PSG6,0,0,0,0,5492,0,0,816,0,0,0,0,0,623,0,0,927,50968,0,1210,0,254,0,0,0,0,0,0,0
ENSP00000188312,ENSG00000075089,ACTR6,11313,5434,4060,1313,29470,12297,5859,7630,3712,12622,7536,919,8733,19294,6639,4637,9146,17189,21972,8177,1215,28431,2942,5354,3880,12894,1796,2180,11080
ENSP00000190165,ENSG00000064218,DMRT3,0,1934,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,3295,0,0,0,0,1239,2316,0,476,0,0
ENSP00000192788,ENSG00000065060,UHRF1BP1,664068,3074254,528018,921200,3180,7217,3335,504034,992,102,7326,259,11703,796482,297118,5559,7746,3374,1837,2901,8718,41883,503,1924251,1394106,7152,770165,346901,921
ENSP00000193322,ENSG00000081087,OSTM1,7170,0,1848,0,0,0,4899,0,56332,1287,0,0,0,12209,0,0,1630,3738,0,0,0,1821,0,0,0,0,15587,2568,0
ENSP00000193403,ENSG00000072110,ACTN1,10508,2832,0,802,1833,5155,9580,350,39621,3466,3381,0,27917,1082,3095,5879,0,1849,250,4495,9847,0,2933,3108,149,5314,681,532,1615
ENSP00000194152,ENSG00000081818,PCDHB4,260,0,279,0,154,528,0,0,0,815,252,0,0,0,0,0,788,5551,918,0,0,0,579,0,154,0,18355,0,0
ENSP00000194155,ENSG00000112852,PCDHB2,424,173,13463,885,0,1053,0,1205,4499,10233,33482,388,0,7106,566,2115,2798,93,2143,2606,0,0,660,420,4247,3405,0,926,2180
ENSP00000194214,ENSG00000081870,HSPB11,244167,95280,166432,35193,340887,184442,217399,667207,151527,218185,90535,106247,638342,285301,139590,166588,140172,110011,155007,231003,69431,77390,132145,198097,182634,336242,132398,23014,276175
ENSP00000195654;ENSP00000358754;ENSP00000237163,ENSG00000083097,DOPEY1,237,0,284,134,2493,1072,0,194,214,0,0,46,6667,397,550,1239,0,373,19620,416,799,631,0,86,0,2532,0,82,64
ENSP00000196061,ENSG00000083444,PLOD1,99369,52064,12358,36923,76359,279454,278726,55141,287937,238816,268252,19604,181331,570401,12006,77688,62053,379620,61825,64179,75439,34078,65072,51037,57682,112665,88555,7591,143958
ENSP00000196371,ENSG00000083720,OXCT1,419152,288792,2578086,341191,652406,350974,964096,195305,1802343,379312,27505202,1643844,58111,641620,229050,220690,303130,26090,751560,698420,1110855,505933,355824,241802,594628,285032,2260848,110069,194796
ENSP00000198801,ENSG00000166391,MOGAT2,0,489,2287,24977,539879,3864,6863,2377,0,0,910,0,0,261,0,352,0,10520,0,74744,0,1087015,1332,0,491,0,237,0,146414
ENSP00000199280,ENSG00000167580,AQP2,0,0,89,225,0,0,0,0,0,0,2136,32632,0,0,0,0,3852,0,0,0,0,0,0,0,0,0,0,0,0
ENSP00000199320,ENSG00000086189,DIMT1,52381,24910,26946,63397,174435,141460,64110,84147,9351,64483,50482,22368,32172,185706,51928,92157,86765,34797,111437,70782,24786,13524,37531,31028,58967,127612,32479,25543,35166
ENSP00000199389,ENSG00000086232,EIF2AK1,439,0,6103,0,3803,0,0,1014,0,0,136,0,0,1252,0,1512,0,0,0,0,0,685,0,0,0,1702,0,0,0
ENSP00000199448,ENSG00000086289,EPDR1,102372,0,70325,12965,55742,30607,19965,118350,48013,29261,62092,2893,0,11236,0,1876,320,16618,323375,1606,0,3607,61418,5920,2067,180117,18575,3403,0
ENSP00000199708,ENSG00000086506,HBQ1,384494,145733,41159,58088,134951,7841,119549,157238,208042,300546,59430,37586,141670,33769,51573,36509,44358,516359,30187,336877,212712,9447,4110,525363,5204,9040,39953,4437,158511
ENSP00000199764,ENSG00000086548,CEACAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877,0,0,3725,0,0,0,0,4752,0,0,1570,0,0
ENSP00000199814,ENSG00000086589,RBM22,50046,218780,71878,64063,218867,75144,51142,134080,29101,39047,47543,43493,118324,277492,67814,31552,96171,50637,89447,56978,39170,184274,59000,61968,95546,16692,42722,58061,128201
ENSP00000199936,ENSG00000086696,HSD17B2,1145,40583,4837,302341,4637327,10522,8585,9335,12123,290754,729,48139,5832315,449,0,495,623292,3527962,13535,335369,98406,2870917,699,0,404092,0,204,2169,783881
ENSP00000199940,ENSG00000078018,MAP2,2153,0,45305,0,0,0,0,0,0,0,10708,1585,644,2456,0,0,0,0,0,0,1914,0,0,0,0,0,2864,0,0
ENSP00000200135,ENSG00000086827,ZW10,84748,33001,71373,56466,175561,181992,60210,56479,70273,94971,133787,33448,156364,149608,23789,37570,158244,113751,93906,274536,104984,111667,36943,34236,146230,137899,44919,23070,33879
ENSP00000200181,ENSG00000132470,ITGB4,38803,30877,38121,250913,455609,135959,54302,215158,32988,192450,51884,37363,26430,135422,24721,201485,51278,1021037,176276,304367,671581,483707,100064,200505,393113,18502,25912,17291,144465
ENSP00000200457,ENSG00000087077,TRIP6,255123,146569,78299,73183,314159,1099165,1336891,104286,192525,314438,704186,337497,110933,515868,82662,199846,64231,559120,660908,373453,148741,76282,877203,128914,216939,175404,159648,19595,216801
ENSP00000200676,ENSG00000087237,CETP,6944,919,0,1147,1838,215,617,1235,436145,5931,0,1068,5922,100,1030,708,0,2685,1198,6770,4708,361,415,707,1319,6938,450,316,644
ENSP00000200691,ENSG00000087250,MT3,5542,0,4648525,5020,0,0,3019,0,0,0,0,2035,0,0,1457,7365,2662,2897,0,0,0,0,0,1244,0,0,0,0,0
ENSP00000201031,ENSG00000087510,TFAP2C,0,0,0,0,159,222,0,874,0,0,0,479,0,12407,0,32904,0,15338,0,0,7396,0,19603,3567,0,437,0,0,0
ENSP00000201647,ENSG00000131037,EPS8L1,9829,1838,490388,15424,15702,69149,55352,100679,25949,28024,8470,22041,0,8355,1088,19362,24238,739616,148644,22101,33027,44674,4322,1469,106807,8525,59388,16235,43261
ENSP00000201979,ENSG00000088320,REM1,6054,0,0,2531,4058,16014,10181,21346,2647,10652,11434,54,0,0,1825,6271,0,449,10163,1897,0,3368,4007,1421,8921,6001,219,428,2988
ENSP00000202017,ENSG00000088356,PDRG1,47969,71728,59966,95932,177313,22633,64386,161827,50194,90568,11578,29330,86961,556812,19951,21754,89724,57972,28288,74583,125720,173067,32456,39194,54037,15272,89014,20120,131743
ENSP00000202556,ENSG00000088808,PPP1R13B,3524,285,15357,299,5103,1220,1258,5906,1632,2271,4797,6085,9522,5998,1784,1055,0,452,3530,1118,5614,4083,3932,379,427,5831,1443,0,874
ENSP00000202677,ENSG00000188559,RALGAPA2,5883,10002,4796,8694,25691,9461,5849,17776,27481,27597,5377,6635,42731,20223,4918,16826,36576,36125,14349,15475,22195,30314,2742,3946,22713,16705,14403,3289,21162
ENSP00000202816,ENSG00000089048,ESF1,968,3359,7239,3678,10787,24528,492,3822,0,4506,12502,10700,11942,30266,1271,3739,192432,8855,2397,23754,1215,16003,1377,8655,2532,14703,2084,2675,3419
ENSP00000202917,ENSG00000089127,OAS1,4272,31794,8497,60265,31751,19873,38124,8073,3386236,81474,44910,24255,796534,63493,2176,64293,958488,132692,439913,110340,35214,183838,40606,56618,45186,14393,4103,3055,115197
ENSP00000203001,ENSG00000089195,TRMT6,25588,15897,31993,37475,48426,28688,36405,78421,20268,31575,19226,15731,17727,313609,41302,100511,51585,41836,25607,35642,14426,61287,10864,32029,24610,89800,31339,21815,42917
ENSP00000203407,ENSG00000010256,UQCRC1,3990869,1284678,5993506,2491444,8280459,938679,3517463,1640021,3244425,1872982,47055714,8310119,7711284,2913540,692071,1032759,1796031,1423799,2151781,4506791,4977753,5518898,958468,1889078,3148116,2463128,351001,609909,2769181
ENSP00000203556,ENSG00000089639,GMIP,21737,89598,4737,12174,20196,3245,12496,8973,62644,27907,3810,2147,12218,121049,64813,14390,3861,8279,0,21404,16783,53252,1152,91518,37930,4082,1941,37694,43665
ENSP00000359045;ENSP00000203786,ENSG00000089820,ARHGAP4,334572,131431,11305,81385,110517,18888,94595,8467,250229,129678,116994,9683,45267,169643,147345,81388,24632,84705,9709,34055,19681,116140,10612,267111,30840,115958,7249,75876,130241
ENSP00000204005;ENSP00000311905,ENSG00000090006,LTBP4,0,0,0,0,0,0,0,133,0,0,888,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,0,0
ENSP00000204517,ENSG00000090447,TFAP4,0,274,1479,4028,9384,4988,46133,6511,0,1097,0,0,0,15948,3063,9239,0,596,1060,7232,0,8051,752,3996,0,0,913,2184,0
ENSP00000204549,ENSG00000090470,PDCD7,1606,3373,25094,322,2040,4185,1000,5426,1225,2659,562,39,1155,7586,293,3574,0,4954,9438,1965,1584,28842,634,777,3761,4627,699,501,2330
ENSP00000204679,ENSG00000090581,GNPTG,52152,852834,27199,11524,28021,7977,1786953,2703,119598,24134,258111,2772,1839322,508482,638,27501,3516,14686,5241,119019,23979,184134,1455,14599,11546,14406,4135,991,10311
ENSP00000204961,ENSG00000090776,EFNB1,148086,79076,78497,205562,246230,110594,125383,299465,270644,213640,162233,211867,106399,60519,21670,161364,36110,317589,63869,226237,34230,218911,26433,360130,264545,185169,25718,2247,162090
ENSP00000205143,ENSG00000090932,DLL3,0,0,13814,0,8201,0,0,0,0,5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,247
ENSP00000205194,ENSG00000090971,NAT14,2230,0,36970,2229,31229,40612,0,15771,0,26952,9735,3544,0,20819,6496,10982,1668,13275,21479,23844,0,753,24631,0,7028,46477,0,1120,8720
ENSP00000205557,ENSG00000091262,ABCC6,234,0,68,317,4842,0,204,0,3056,1049,983,35092,431469,281,90,4745,5297,0,166,1525,1433,10113,604,0,345,692,3045,0,153
ENSP00000205636,ENSG00000091317,CMTM6,0,0,9971,0,10342,11424,7205,11510,0,0,0,5002,27129,23244,0,10785,0,0,0,0,0,13217,4080,34452,0,0,1820,441,0
ENSP00000205948,ENSG00000091583,APOH,5827054,2288597,865484,1298591,3304539,2133545,7312671,1853197,20294104,5488656,4110223,4904674,5534769,2407777,599349,2261307,100697,3919900,8667415,4390656,1792153,2842704,4133753,476559,6093487,3728534,1913788,80920,3684410
ENSP00000206020,ENSG00000091640,SPAG7,131254,213894,87414,158233,164756,298113,112364,338207,64598,284359,152254,81264,199092,225020,40311,134355,316255,121765,153136,134579,90348,1061876,43118,76221,149638,199040,108987,51533,110165
ENSP00000206451,ENSG00000092010,PSME1,11208476,5945706,2013577,6010137,18458811,4636424,11811750,7877932,9856042,12027774,4831829,4631572,25126811,17813158,5923510,4401012,4918072,5914731,4613620,9955004,7121125,14478503,2788020,12093279,7969552,5899927,2878188,3335171,10644712
ENSP00000206513,ENSG00000092067,CEBPE,17262,0,0,15064,19663,70008,26199,9603,5476,0,9576,2754,0,1869,0,14212,0,0,9357,26102,2789,6179,28777,8819,6357,0,0,374,7975
ENSP00000206542,ENSG00000092094,OSGEP,156863,308358,115418,166383,313446,148356,112176,257222,309540,192705,157831,112166,371711,321121,129640,92322,179445,64630,237221,124473,161129,161986,79284,350232,162056,137624,161023,85238,119083
ENSP00000206765,ENSG00000092295,TGM1,1017,2542,3963,0,974,0,110469,980,3826,6062,576,3977,1775,645,1126,106939,14763,4144,0,0,0,2035,1143,0,3228,10223,491,85866,2871
ENSP00000207457,ENSG00000092850,TEKT2,1149,0,320,0,775,14,0,367686,2228,0,0,1797,0,7430,0,1339,1493,0,1757,1311,0,0,264,0,2089,5152,0,444,0
ENSP00000207549;ENSP00000388093,ENSG00000092929,UNC13D,46274,69032,20327,13278,45702,14613,65820,16366,127458,42330,11966,599,11641,76492,32036,51349,15682,160417,14746,33423,11529,40357,4083,252603,26907,25580,329,23428,71494
ENSP00000207870,ENSG00000093217,XYLB,11756,1784,10031,10649,39914,9102,9858,8014,2085,6709,45317,266064,1962585,20084,1972,9688,8799,3399,20269,36846,96915,111203,1784,14439,14996,4635,696,1829,8777
ENSP00000209665,ENSG00000196344,ADH7,15963,1087,56393,25431,10422,3019,154131,20963,7604,40813,24354,23687,4864,4025071,14770,22025,27845,0,2817,7636,14608,48349,9116,10546,710817,6943,2282,156373,189
ENSP00000209668,ENSG00000187758,ADH1A,13724,72012,12515,790220,1953691,6520,6904,5370,15307,245236,0,108251,16107842,3462,2615,2976,481512,9924,10607,585599,19210,1431286,1555,629,3356421,0,355,3233,38209
ENSP00000209873,ENSG00000094914,AAAS,29663,13116,23577,21338,105970,25399,10878,18402,14308,335394,11308,13115,22844,98181,12238,20936,14954,64410,58319,33643,21914,11685,11741,7176,91438,116205,16478,9015,23126
ENSP00000209884,ENSG00000076321,KLHL20,0,0,348,587,0,983,0,468,0,1644,0,39,1293,2862,5032,1481,0,0,0,0,0,3539,0,0,0,0,0,638,0
ENSP00000210060,ENSG00000095059,DHPS,33867,7700,30911,18768,73555,13160,34609,29975,4982,14581,24419,17443,72195,99050,4549,9706,13755,146672,25948,36485,1127,47498,2923,2871,13395,29553,4698,6670,15992
ENSP00000210444,ENSG00000095380,NANS,1160948,1463378,994112,3623802,5797311,1807817,2695070,1746695,1122916,4376223,1311573,816236,3915966,4344509,499903,1380593,3879642,1796799,14447121,7153890,6082723,3760044,733751,1113458,3986339,4053510,1254787,536844,2439413
ENSP00000211122,ENSG00000174156,GSTA3,328684,8785,685,3145,10738,2514,0,361753,0,0,0,0,0,4709,1222,0,966,4398,40160,0,0,992,9930,3943,0,13628,0,0,0
ENSP00000211287,ENSG00000156711,MAPK13,166386,11972,6934,184418,442986,38642,61730,61491,30433,178483,17773,29996,64018,131097,26534,123240,716531,315267,868750,212291,236670,734427,55397,9279,177774,127082,28756,57092,111854
ENSP00000212015,ENSG00000096717,SIRT1,5018,6348,8701,2981,6459,11737,3789,7282,981,2921,3343,934,255816,8998,2908,3047,1639,2128,1397,1830,1625,5042,1797,2152,4380,16635,2858,11688,3465
ENSP00000214869,ENSG00000099203,TMED1,40224,7684,42293,79574,88338,180374,143778,243046,68770,189443,153117,113560,419785,297894,33694,86200,342254,62182,56297,84294,67819,14144,55791,49191,40265,79076,149783,20358,36406
ENSP00000215115,ENSG00000099385,BCL7C,5966,6566,7723,35020,37259,67303,32001,36900,6393,47914,19107,0,12751,32138,23633,57794,0,14961,15875,38463,11276,40798,0,4446,13821,56016,4037,14074,27712
ENSP00000215368,ENSG00000099617,EFNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,0,0,0,0
ENSP00000215531,ENSG00000095932,SMIM24,964,14652,346,18880,3534605,3773,12022,1941,46192,57240,3240,2297625,877,2102,837,13993,10035,6626,0,10705,435,10963045,7776,9216,66223,1693,2544,1087,8681
ENSP00000215565,ENSG00000099795,NDUFB7,954097,465979,2241493,700944,824181,292793,528396,281194,645886,435675,11532197,3576691,2061245,533728,129394,139948,331017,209263,537346,562055,642198,2223471,325420,257143,753441,157600,75622,70242,688862
ENSP00000215567,ENSG00000099797,TECR,2846567,563263,1140847,374967,2006288,221138,747744,535920,2893414,376467,1392339,1069406,4786825,2699992,197701,225104,1623922,2871239,899763,448003,1956155,1622947,270097,242546,824951,1133255,808548,367525,576075
ENSP00000215570,ENSG00000099800,TIMM13,1636846,424513,2324448,1226210,2015889,627527,1132281,702290,741105,1173435,7409227,2598938,9409220,1508321,387857,5066118,1118498,466908,1013462,1586156,1066288,2469305,493644,492121,1631935,2439717,3376322,272434,449264
ENSP00000215574,ENSG00000099804,CDC34,84883,198293,97133,47914,63788,45172,31832,48850,102698,88136,36315,10329,94083,85121,29320,48028,0,93334,80226,73721,118199,18397,11530,110696,343094,192580,12716,522,29393
ENSP00000215582,ENSG00000099812,MISP,3964,13838,1178,287239,1554974,9978,45174,61797,20701,169163,24584,38363,73625,11048,1878,18244,343,9586,74767,355808,3201,2174361,837,0,148725,1271,26,284,5539
ENSP00000478303;ENSP00000215587;ENSP00000485021;ENSP00000464739,ENSG00000099817,POLR2E,248947,122024,94192,89233,138354,151704,170614,128798,81056,203887,100020,85617,164513,245527,62666,150667,7475,116194,47122,255929,35259,294410,34588,136853,175103,512626,105485,159910,184449
ENSP00000215659,ENSG00000188130,MAPK12,11162,17920,40060,13672,15111,12984,0,1557,1421,912,81218,413,4441,17528,0,393,8051,3498,5842,1278,17957,5377,15824,718,1256,18134,22777,23959,11279
ENSP00000215730,ENSG00000099940,SNAP29,117016,93357,344776,160393,190628,138242,364844,72830,510158,240608,256411,93890,460674,341577,47336,100342,188668,119432,62570,196638,291457,304392,65830,157288,240763,162635,58948,67803,123112
ENSP00000215739,ENSG00000099949,LZTR1,2815,244,5074,2945,20653,8366,7540,4788,4988,4749,3914,1276,5625,13929,0,1711,2895,3177,3771,4374,1940,8384,3180,2920,1766,2515,996,461,932
ENSP00000215790,ENSG00000099992,TBC1D10A,39510,9527,148673,30105,26048,17240,37644,35491,24332,4306,77453,46177,15978,38322,19927,469262,31908,101009,34493,25093,37646,46846,6537,30970,25273,72531,3422,7813,28377
ENSP00000215793,ENSG00000099995,SF3A1,409677,612108,327270,666266,974892,723718,612294,860040,295109,662351,496841,298154,694371,1583444,345846,671615,817583,412957,664442,572646,348229,947415,255942,441381,561928,584540,284430,289618,659833
ENSP00000215882,ENSG00000100075,SLC25A1,1761078,223947,1072439,347658,2689182,433904,432960,433462,3027095,516688,665484,3022663,8347216,1610024,138139,180377,801010,561202,1025272,720161,1107433,2085237,330788,283867,1045327,349193,1250346,181541,658910
ENSP00000215886,ENSG00000100079,LGALS2,0,5454,1367,58483,190229,90428,151054,6791,10903,6362916,84467,1877954,0,41841,21272,25126,73506,0,10708,523801,330,2502678,17771,78998,0,0,0,54095,2551
ENSP00000215904,ENSG00000241360,PDXP,442681,148383,1588388,110086,231067,54851,87103,87627,183567,143578,885387,110068,1552399,123639,66287,32481,357655,61532,129140,249428,153231,434274,75716,133482,131060,582606,29690,30428,119989
ENSP00000215906,ENSG00000128203,ASPHD2,0,0,30732,3829,0,0,3343,0,3660,0,0,444,0,13305,0,0,0,0,0,2994,0,0,297,0,17246,0,1728,194,0
ENSP00000215909,ENSG00000100097,LGALS1,25757375,23432019,20906413,19395390,24666860,57095276,75585932,15782713,60171397,39992988,59085335,10159128,34313696,23729771,7789287,11576424,8509926,11191199,48767828,51837007,19593061,17677696,73684812,17356589,28708339,24997111,5415169,5150956,29732818
ENSP00000215912,ENSG00000100100,PIK3IP1,29595,3618,53798,27844,6778,153046,169378,24416,12141,16126,17146,2824,2124,39056,9060,9870,7585,2430,5351,3689,10616,10777,16922,18377,17686,37914,74608,1807,3774
ENSP00000215919,ENSG00000100105,PATZ1,0,5173,9796,5623,172,3001,851,4032,1423,1213,0,22336,3177,23615,3976,1059,1208,1327,1057,348,1077,9949,5485,349,1580,0,1708,2689,2422
ENSP00000215939,ENSG00000100122,CRYBB1,6498,2511,4605,1255,2486,0,6319,0,0,2592,0,0,913,4112,0,677,0,11749,842,0,0,0,0,3439,0,2222,0,532,0
ENSP00000215941,ENSG00000100124,ANKRD54,57205,515,24450,9742,79536,27356,8958,83570,4450,29710,16451,25081,72852,99723,20711,8371,1356,29563,45145,74435,29882,70781,25283,11319,60500,95302,25339,1399,8846
ENSP00000215957,ENSG00000100139,MICALL1,15463,20671,11474,33143,100778,98482,81818,38413,5046,26675,18867,96681,69686,53376,7948,54773,26071,88557,82288,119043,38296,33565,44913,1424,31998,41088,11736,9531,17199
ENSP00000216027,ENSG00000100209,HSCB,60331,8974,85783,33924,126667,24856,79708,31884,130584,21176,228551,52779,311875,203116,7449,8938,76548,0,14968,51765,52866,42489,23492,14056,74698,45117,48858,15169,82134
ENSP00000216034,ENSG00000100216,TOMM22,1032715,196340,516750,372209,436486,160903,220060,481840,568783,194634,1425022,508998,757308,1222317,188569,233126,133629,325643,122755,754065,428093,579494,48941,378880,287152,458563,479182,150018,281653
ENSP00000216036,ENSG00000100218,RSPH14,0,557,0,0,1432,0,0,210972,0,0,0,788,0,6584,0,0,0,0,0,0,0,174,707,0,0,0,0,0,0
ENSP00000216038,ENSG00000100220,RTCB,1510326,919691,1865986,702997,2904276,1831879,2809108,1279012,1999408,2746849,3694567,850667,2272019,1998625,728743,1273398,2324697,1622254,2092590,2336851,1642900,1663722,1233944,951598,1427282,2024981,751930,429101,1525908
ENSP00000216039,ENSG00000100221,JOSD1,0,0,14989,2960,803,2840,0,775,0,0,0,0,0,1312,0,2503,0,0,0,4153,1812,3524,1426,0,3177,3350,8518,1151,0
ENSP00000216044,ENSG00000100226,GTPBP1,98781,33171,162397,35743,136137,82347,111543,79392,52388,109940,146362,42192,140820,156877,45180,84344,285842,65552,63818,115757,75426,91468,56119,73315,84417,115033,55665,31473,73343
ENSP00000216075,ENSG00000100253,MIOX,149,144,3365,318653,125021,7161,73192,23766,65722,0,4511,1251889,6758,0,0,0,5946,1974,3970,14409,1205,1538,0,7510,17114,247,6108,202,0
ENSP00000216085,ENSG00000100263,RHBDD3,11432,0,0,891,17275,2304,0,3352,0,3164,0,6264,11508,3505,0,0,8617,3278,2342,2945,0,17321,3103,283,10674,19745,3996,301,0
ENSP00000216106,ENSG00000100281,HMGXB4,6241,2128,973,6149,7470,9832,2522,4906,25568,3452,2357,774,4391,11880,2829,26056,0,352469,2308,6742,812,2809,3219,1980,2182,9760,4290,1412,1523
